 --- results/merged_results_corpus_lzbench_1753711437.csv_results_corpus_entropy_1757091573.csv.csv --- 
memcpy                |     Compression speed  |  Decompression speed   | +0.95530	<===
lizard 2.1 -10        |             File-bits  |  Entropy               | +0.72590	<---
lizard 2.1 -10        |             File-bits  |  Chi-square            | +0.97350	<===
lizard 2.1 -10        |             File-bits  |  Mean                  | +0.73784	<---
lizard 2.1 -10        |             File-bits  |  Monte-Carlo-Pi        | -0.56564	<---
lizard 2.1 -10        |             File-bits  |  Serial-Correlation    | -0.67652	<---
lizard 2.1 -10        |               Entropy  |  Chi-square            | +0.63992	<---
lizard 2.1 -10        |               Entropy  |  Mean                  | +0.99878	<===
lizard 2.1 -10        |               Entropy  |  Monte-Carlo-Pi        | -0.77221	<---
lizard 2.1 -10        |               Entropy  |  Serial-Correlation    | -0.61294	<---
lizard 2.1 -10        |            Chi-square  |  Mean                  | +0.64516	<---
lizard 2.1 -10        |            Chi-square  |  Monte-Carlo-Pi        | -0.46300
lizard 2.1 -10        |            Chi-square  |  Serial-Correlation    | -0.69981	<---
lizard 2.1 -10        |                  Mean  |  Monte-Carlo-Pi        | -0.78117	<---
lizard 2.1 -10        |                  Mean  |  Serial-Correlation    | -0.60775	<---
lizard 2.1 -10        |        Monte-Carlo-Pi  |  Serial-Correlation    | +0.06090
lizard 2.1 -11        |     Compression speed  |  Decompression speed   | -0.15483
lizard 2.1 -11        |     Compression speed  |  Original size         | +0.30366
lizard 2.1 -11        |     Compression speed  |  Compressed size       | +0.24030
lizard 2.1 -11        |     Compression speed  |  Ratio                 | -0.70984	<---
lizard 2.1 -11        |     Compression speed  |  File-bits             | +0.30366
lizard 2.1 -11        |     Compression speed  |  Entropy               | -0.06203
lizard 2.1 -11        |     Compression speed  |  Chi-square            | +0.43865
lizard 2.1 -11        |     Compression speed  |  Mean                  | -0.07382
lizard 2.1 -11        |     Compression speed  |  Monte-Carlo-Pi        | +0.55340	<---
lizard 2.1 -11        |     Compression speed  |  Serial-Correlation    | -0.69273	<---
lizard 2.1 -11        |   Decompression speed  |  Original size         | -0.76416	<---
lizard 2.1 -11        |   Decompression speed  |  Compressed size       | -0.75597	<---
lizard 2.1 -11        |   Decompression speed  |  Ratio                 | -0.21904
lizard 2.1 -11        |   Decompression speed  |  File-bits             | -0.76416	<---
lizard 2.1 -11        |   Decompression speed  |  Entropy               | -0.88142	<===
lizard 2.1 -11        |   Decompression speed  |  Chi-square            | -0.68846	<---
lizard 2.1 -11        |   Decompression speed  |  Mean                  | -0.88053	<===
lizard 2.1 -11        |   Decompression speed  |  Monte-Carlo-Pi        | +0.53223	<---
lizard 2.1 -11        |   Decompression speed  |  Serial-Correlation    | +0.72364	<---
lizard 2.1 -11        |         Original size  |  Compressed size       | +0.99728	<===
lizard 2.1 -11        |         Original size  |  Ratio                 | +0.17730
lizard 2.1 -11        |         Original size  |  File-bits             | +1.00000	<===
lizard 2.1 -11        |         Original size  |  Entropy               | +0.72590	<---
lizard 2.1 -11        |         Original size  |  Chi-square            | +0.97350	<===
lizard 2.1 -11        |         Original size  |  Mean                  | +0.73784	<---
lizard 2.1 -11        |         Original size  |  Monte-Carlo-Pi        | -0.56564	<---
lizard 2.1 -11        |         Original size  |  Serial-Correlation    | -0.67652	<---
lizard 2.1 -11        |       Compressed size  |  Ratio                 | +0.23229
lizard 2.1 -11        |       Compressed size  |  File-bits             | +0.99728	<===
lizard 2.1 -11        |       Compressed size  |  Entropy               | +0.73500	<---
lizard 2.1 -11        |       Compressed size  |  Chi-square            | +0.96296	<===
lizard 2.1 -11        |       Compressed size  |  Mean                  | +0.74825	<---
lizard 2.1 -11        |       Compressed size  |  Monte-Carlo-Pi        | -0.61374	<---
lizard 2.1 -11        |       Compressed size  |  Serial-Correlation    | -0.63816	<---
lizard 2.1 -11        |                 Ratio  |  File-bits             | +0.17730
lizard 2.1 -11        |                 Ratio  |  Entropy               | +0.56386	<---
lizard 2.1 -11        |                 Ratio  |  Chi-square            | +0.10946
lizard 2.1 -11        |                 Ratio  |  Mean                  | +0.56154	<---
lizard 2.1 -11        |                 Ratio  |  Monte-Carlo-Pi        | -0.87705	<===
lizard 2.1 -11        |                 Ratio  |  Serial-Correlation    | +0.20511
lizard 2.1 -11        |             File-bits  |  Entropy               | +0.72590	<---
lizard 2.1 -11        |             File-bits  |  Chi-square            | +0.97350	<===
lizard 2.1 -11        |             File-bits  |  Mean                  | +0.73784	<---
lizard 2.1 -11        |             File-bits  |  Monte-Carlo-Pi        | -0.56564	<---
lizard 2.1 -11        |             File-bits  |  Serial-Correlation    | -0.67652	<---
lizard 2.1 -11        |               Entropy  |  Chi-square            | +0.63992	<---
lizard 2.1 -11        |               Entropy  |  Mean                  | +0.99878	<===
lizard 2.1 -11        |               Entropy  |  Monte-Carlo-Pi        | -0.77221	<---
lizard 2.1 -11        |               Entropy  |  Serial-Correlation    | -0.61294	<---
lizard 2.1 -11        |            Chi-square  |  Mean                  | +0.64516	<---
lizard 2.1 -11        |            Chi-square  |  Monte-Carlo-Pi        | -0.46300
lizard 2.1 -11        |            Chi-square  |  Serial-Correlation    | -0.69981	<---
lizard 2.1 -11        |                  Mean  |  Monte-Carlo-Pi        | -0.78117	<---
lizard 2.1 -11        |                  Mean  |  Serial-Correlation    | -0.60775	<---
lizard 2.1 -11        |        Monte-Carlo-Pi  |  Serial-Correlation    | +0.06090
lizard 2.1 -12        |     Compression speed  |  Decompression speed   | +0.01267
lizard 2.1 -12        |     Compression speed  |  Original size         | +0.12085
lizard 2.1 -12        |     Compression speed  |  Compressed size       | +0.05256
lizard 2.1 -12        |     Compression speed  |  Ratio                 | -0.83362	<===
lizard 2.1 -12        |     Compression speed  |  File-bits             | +0.12085
lizard 2.1 -12        |     Compression speed  |  Entropy               | -0.23664
lizard 2.1 -12        |     Compression speed  |  Chi-square            | +0.23366
lizard 2.1 -12        |     Compression speed  |  Mean                  | -0.24491
lizard 2.1 -12        |     Compression speed  |  Monte-Carlo-Pi        | +0.67909	<---
lizard 2.1 -12        |     Compression speed  |  Serial-Correlation    | -0.54455	<---
lizard 2.1 -12        |   Decompression speed  |  Original size         | -0.70858	<---
lizard 2.1 -12        |   Decompression speed  |  Compressed size       | -0.69918	<---
lizard 2.1 -12        |   Decompression speed  |  Ratio                 | -0.25555
lizard 2.1 -12        |   Decompression speed  |  File-bits             | -0.70858	<---
lizard 2.1 -12        |   Decompression speed  |  Entropy               | -0.91492	<===
lizard 2.1 -12        |   Decompression speed  |  Chi-square            | -0.62381	<---
lizard 2.1 -12        |   Decompression speed  |  Mean                  | -0.91447	<===
lizard 2.1 -12        |   Decompression speed  |  Monte-Carlo-Pi        | +0.50904	<---
lizard 2.1 -12        |   Decompression speed  |  Serial-Correlation    | +0.75218	<---
lizard 2.1 -12        |         Original size  |  Compressed size       | +0.99695	<===
lizard 2.1 -12        |         Original size  |  Ratio                 | +0.18463
lizard 2.1 -12        |         Original size  |  File-bits             | +1.00000	<===
lizard 2.1 -12        |         Original size  |  Entropy               | +0.72590	<---
lizard 2.1 -12        |         Original size  |  Chi-square            | +0.97350	<===
lizard 2.1 -12        |         Original size  |  Mean                  | +0.73784	<---
lizard 2.1 -12        |         Original size  |  Monte-Carlo-Pi        | -0.56564	<---
lizard 2.1 -12        |         Original size  |  Serial-Correlation    | -0.67652	<---
lizard 2.1 -12        |       Compressed size  |  Ratio                 | +0.24269
lizard 2.1 -12        |       Compressed size  |  File-bits             | +0.99695	<===
lizard 2.1 -12        |       Compressed size  |  Entropy               | +0.73560	<---
lizard 2.1 -12        |       Compressed size  |  Chi-square            | +0.96209	<===
lizard 2.1 -12        |       Compressed size  |  Mean                  | +0.74892	<---
lizard 2.1 -12        |       Compressed size  |  Monte-Carlo-Pi        | -0.61664	<---
lizard 2.1 -12        |       Compressed size  |  Serial-Correlation    | -0.63581	<---
lizard 2.1 -12        |                 Ratio  |  File-bits             | +0.18463
lizard 2.1 -12        |                 Ratio  |  Entropy               | +0.57201	<---
lizard 2.1 -12        |                 Ratio  |  Chi-square            | +0.11606
lizard 2.1 -12        |                 Ratio  |  Mean                  | +0.56985	<---
lizard 2.1 -12        |                 Ratio  |  Monte-Carlo-Pi        | -0.88113	<===
lizard 2.1 -12        |                 Ratio  |  Serial-Correlation    | +0.19513
lizard 2.1 -12        |             File-bits  |  Entropy               | +0.72590	<---
lizard 2.1 -12        |             File-bits  |  Chi-square            | +0.97350	<===
lizard 2.1 -12        |             File-bits  |  Mean                  | +0.73784	<---
lizard 2.1 -12        |             File-bits  |  Monte-Carlo-Pi        | -0.56564	<---
lizard 2.1 -12        |             File-bits  |  Serial-Correlation    | -0.67652	<---
lizard 2.1 -12        |               Entropy  |  Chi-square            | +0.63992	<---
lizard 2.1 -12        |               Entropy  |  Mean                  | +0.99878	<===
lizard 2.1 -12        |               Entropy  |  Monte-Carlo-Pi        | -0.77221	<---
lizard 2.1 -12        |               Entropy  |  Serial-Correlation    | -0.61294	<---
lizard 2.1 -12        |            Chi-square  |  Mean                  | +0.64516	<---
lizard 2.1 -12        |            Chi-square  |  Monte-Carlo-Pi        | -0.46300
lizard 2.1 -12        |            Chi-square  |  Serial-Correlation    | -0.69981	<---
lizard 2.1 -12        |                  Mean  |  Monte-Carlo-Pi        | -0.78117	<---
lizard 2.1 -12        |                  Mean  |  Serial-Correlation    | -0.60775	<---
lizard 2.1 -12        |        Monte-Carlo-Pi  |  Serial-Correlation    | +0.06090
lizard 2.1 -13        |     Compression speed  |  Decompression speed   | -0.27629
lizard 2.1 -13        |     Compression speed  |  Original size         | -0.03419
lizard 2.1 -13        |     Compression speed  |  Compressed size       | -0.09610
lizard 2.1 -13        |     Compression speed  |  Ratio                 | -0.89700	<===
lizard 2.1 -13        |     Compression speed  |  File-bits             | -0.03419
lizard 2.1 -13        |     Compression speed  |  Entropy               | -0.45664
lizard 2.1 -13        |     Compression speed  |  Chi-square            | +0.06890
lizard 2.1 -13        |     Compression speed  |  Mean                  | -0.45894
lizard 2.1 -13        |     Compression speed  |  Monte-Carlo-Pi        | +0.77026	<---
lizard 2.1 -13        |     Compression speed  |  Serial-Correlation    | -0.34213
lizard 2.1 -13        |   Decompression speed  |  Original size         | +0.63256	<---
lizard 2.1 -13        |   Decompression speed  |  Compressed size       | +0.62520	<---
lizard 2.1 -13        |   Decompression speed  |  Ratio                 | +0.46537
lizard 2.1 -13        |   Decompression speed  |  File-bits             | +0.63256	<---
lizard 2.1 -13        |   Decompression speed  |  Entropy               | +0.61794	<---
lizard 2.1 -13        |   Decompression speed  |  Chi-square            | +0.71046	<---
lizard 2.1 -13        |   Decompression speed  |  Mean                  | +0.59814	<---
lizard 2.1 -13        |   Decompression speed  |  Monte-Carlo-Pi        | -0.54505	<---
lizard 2.1 -13        |   Decompression speed  |  Serial-Correlation    | -0.38432
lizard 2.1 -13        |         Original size  |  Compressed size       | +0.99681	<===
lizard 2.1 -13        |         Original size  |  Ratio                 | +0.18095
lizard 2.1 -13        |         Original size  |  File-bits             | +1.00000	<===
lizard 2.1 -13        |         Original size  |  Entropy               | +0.72590	<---
lizard 2.1 -13        |         Original size  |  Chi-square            | +0.97350	<===
lizard 2.1 -13        |         Original size  |  Mean                  | +0.73784	<---
lizard 2.1 -13        |         Original size  |  Monte-Carlo-Pi        | -0.56564	<---
lizard 2.1 -13        |         Original size  |  Serial-Correlation    | -0.67652	<---
